Type;Le nom complet du compte;Nom du compte;Code du compte;Description;Couleur du compte;Notes;Symbole;Espace de noms;Caché;Informations d'imposition;Virtuel
ASSET;2 COMPTES D'IMMOBILISATIONS:21 Immobilisations corporelles:215 Installations techniques, matériels et outillages industriels:2154 Matériels industriels;2154 Matériels industriels;2154;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:21 Immobilisations corporelles:215 Installations techniques, matériels et outillages industriels:2155 Outillages indust riels;2155 Outillages indust riels;2155;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:21 Immobilisations corporelles:215 Installations techniques, matériels et outillages industriels:2157 Agencements et aménagements des matériels et outillages industriels;2157 Agencements et aménagements des matériels et outillages industriels;2157;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:21 Immobilisations corporelles:218 Autres immobilisations corporelles;218 Autres immobilisations corporelles;218;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:21 Immobilisations corporelles:218 Autres immobilisations corporelles:2181 Installations générales, agencements, aménagements divers;2181 Installations générales, agencements, aménagements divers;2181;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:21 Immobilisations corporelles:218 Autres immobilisations corporelles:2182 Matériel de transport;2182 Matériel de transport;2182;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:21 Immobilisations corporelles:218 Autres immobilisations corporelles:2183 Matériel de bureau et matériel informatique;2183 Matériel de bureau et matériel informatique;2183;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:21 Immobilisations corporelles:218 Autres immobilisations corporelles:2184 Mobilier;2184 Mobilier;2184;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:21 Immobilisations corporelles:218 Autres immobilisations corporelles:2185 Cheptel;2185 Cheptel;2185;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:21 Immobilisations corporelles:218 Autres immobilisations corporelles:2186 Emballages récupérables;2186 Emballages récupérables;2186;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:21 Immobilisations corporelles:218 Autres immobilisations corporelles:2187 Mali de fusion sur actifs corporels;2187 Mali de fusion sur actifs corporels;2187;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:22 Immobilisations mises en concession;22 Immobilisations mises en concession;22;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:22 Immobilisations mises en concession:229 Droits du concédant;229 Droits du concédant;229;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:23 Immobilisations en cours, avances et acomptes;23 Immobilisations en cours, avances et acomptes;23;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:23 Immobilisations en cours, avances et acomptes:231 Immobilisations corporelles en cours;231 Immobilisations corporelles en cours;231;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:23 Immobilisations en cours, avances et acomptes:232 Immobilisations incorporelles en cours;232 Immobilisations incorporelles en cours;232;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:23 Immobilisations en cours, avances et acomptes:237 Avances et acomptes versés sur commandes d'immobilisations incorporelles;237 Avances et acomptes versés sur commandes d'immobilisations incorporelles;237;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:23 Immobilisations en cours, avances et acomptes:238 Avances et acomptes versés sur commandes d'immobilisations corporelles;238 Avances et acomptes versés sur commandes d'immobilisations corporelles;238;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations;26 Participations et créances rattachées à des participations;26;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:261 Titres de participation;261 Titres de participation;261;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:261 Titres de participation:2611 Actions;2611 Actions;2611;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:261 Titres de participation:2618 Autres titres;2618 Autres titres;2618;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:262 Titres évalués par équivalence;262 Titres évalués par équivalence;262;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:266 Autres formes de participation;266 Autres formes de participation;266;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:266 Autres formes de participation:2661 Droits représentatifs d'actifs nets rem is en fiducie;2661 Droits représentatifs d'actifs nets rem is en fiducie;2661;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:267 Créances rattachées à des participations;267 Créances rattachées à des participations;267;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:267 Créances rattachées à des participations:2671 Créances rattachées à des participations - groupe;2671 Créances rattachées à des participations - groupe;2671;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:267 Créances rattachées à des participations:2674 Créances rattachées à des participations - hors groupe;2674 Créances rattachées à des participations - hors groupe;2674;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:267 Créances rattachées à des participations:2675 Versements représentatifs d'apports non capitalisés - appel de fonds;2675 Versements représentatifs d'apports non capitalisés - appel de fonds;2675;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:267 Créances rattachées à des participations:2676 Avances consolidables;2676 Avances consolidables;2676;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:267 Créances rattachées à des participations:2677 Autres créances rattachées à des participations;2677 Autres créances rattachées à des participations;2677;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:267 Créances rattachées à des participations:2678 Intérêts courus;2678 Intérêts courus;2678;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:268 Créances rattachées à des sociétés en participation;268 Créances rattachées à des sociétés en participation;268;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:268 Créances rattachées à des sociétés en participation:2681 Principal;2681 Principal;2681;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:268 Créances rattachées à des sociétés en participation:2688 Intérêts courus;2688 Intérêts courus;2688;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:26 Participations et créances rattachées à des participations:269 Versements restant à effectuer sur titres de participation non libérés;269 Versements restant à effectuer sur titres de participation non libérés;269;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières;27 Autres immobilisations financières;27;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:271 Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété);271 Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété);271;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:271 Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété):2711 Actions;2711 Actions;2711;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:271 Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété):2718 Autres titres;2718 Autres titres;2718;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:272 Titres immobilisés (droit de créance);272 Titres immobilisés (droit de créance);272;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:272 Titres immobilisés (droit de créance):2721 Obligations;2721 Obligations;2721;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:272 Titres immobilisés (droit de créance):2722 Bons;2722 Bons;2722;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:273 Titres immobilisés de l'activité de portefeuille;273 Titres immobilisés de l'activité de portefeuille;273;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:274 Prêts;274 Prêts;274;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:274 Prêts:2741 Prêts participatifs;2741 Prêts participatifs;2741;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:274 Prêts:2742 Prêts aux associés;2742 Prêts aux associés;2742;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:274 Prêts:2743 Prêts au personnel;2743 Prêts au personnel;2743;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:274 Prêts:2748 Autres prêts;2748 Autres prêts;2748;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:275 Dépôts et cautionnements versés;275 Dépôts et cautionnements versés;275;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:275 Dépôts et cautionnements versés:2751 Dépôts;2751 Dépôts;2751;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:275 Dépôts et cautionnements versés:2755 Cautionnements;2755 Cautionnements;2755;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:276 Autres créances immobilisées;276 Autres créances immobilisées;276;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:276 Autres créances immobilisées:2761 Créances diverses;2761 Créances diverses;2761;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:276 Autres créances immobilisées:2768 Intérêts courus;2768 Intérêts courus;2768;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:276 Autres créances immobilisées:2768 Intérêts courus:27682 Intérêts courus sur titres immobilisés (droit de créance);27682 Intérêts courus sur titres immobilisés (droit de créance);27682;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:276 Autres créances immobilisées:2768 Intérêts courus:27684 Intérêts courus sur prêts;27684 Intérêts courus sur prêts;27684;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:276 Autres créances immobilisées:2768 Intérêts courus:27685 Intérêts courus sur dépôts et cautionnements;27685 Intérêts courus sur dépôts et cautionnements;27685;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:276 Autres créances immobilisées:2768 Intérêts courus:27688 Intérêts courus sur créances diverses;27688 Intérêts courus sur créances diverses;27688;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:277 Actions propres ou parts propres;277 Actions propres ou parts propres;277;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:277 Actions propres ou parts propres:2771 Actions propres ou parts propres;2771 Actions propres ou parts propres;2771;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:277 Actions propres ou parts propres:2772 Actions propres ou parts propres en voie d’annulation;2772 Actions propres ou parts propres en voie d’annulation;2772;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:278 Mali de fusion sur actifs financiers;278 Mali de fusion sur actifs financiers;278;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:27 Autres immobilisations financières:279 Versements restant à effectuer sur titres immobilisés non libérés;279 Versements restant à effectuer sur titres immobilisés non libérés;279;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations;28 Amortissements des immobilisations;28;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:280 Amortissements des immobilisations incorporelles et des frais d’établissement;280 Amortissements des immobilisations incorporelles et des frais d’établissement;280;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:280 Amortissements des immobilisations incorporelles et des frais d’établissement:2801 Frais d'établissement;2801 Frais d'établissement;2801;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:280 Amortissements des immobilisations incorporelles et des frais d’établissement:2811 Frais de constitution;2811 Frais de constitution;2811;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:280 Amortissements des immobilisations incorporelles et des frais d’établissement:2812 Frais de premier établissement;2812 Frais de premier établissement;2812;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:280 Amortissements des immobilisations incorporelles et des frais d’établissement:2812 Frais de premier établissement:28121 Frais de prospection;28121 Frais de prospection;28121;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:280 Amortissements des immobilisations incorporelles et des frais d’établissement:2812 Frais de premier établissement:28122 Frais de publicité;28122 Frais de publicité;28122;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:280 Amortissements des immobilisations incorporelles et des frais d’établissement:2813 Frais d'augmentation de capital et d'opérations diverses - fusions, scissions, transformations;2813 Frais d'augmentation de capital et d'opérations diverses - fusions, scissions, transformations;2813;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:280 Amortissements des immobilisations incorporelles et des frais d’établissement:2803 Frais de développement;2803 Frais de développement;2803;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:280 Amortissements des immobilisations incorporelles et des frais d’établissement:2805 Concessions et droits similaires, brevets, licences, solutions informatiques, droits et valeurs similaires;2805 Concessions et droits similaires, brevets, licences, solutions informatiques, droits et valeurs similaires;2805;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:280 Amortissements des immobilisations incorporelles et des frais d’établissement:2806 Droit au bail;2806 Droit au bail;2806;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:280 Amortissements des immobilisations incorporelles et des frais d’établissement:2807 Fonds commercial;2807 Fonds commercial;2807;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:280 Amortissements des immobilisations incorporelles et des frais d’établissement:2808 Autres immobilisations incorporelles;2808 Autres immobilisations incorporelles;2808;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles;281 Amortissements des immobilisations corporelles;281;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2812 Agencements, aménagements de terrains;2812 Agencements, aménagements de terrains;2812;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2813 Constructions;2813 Constructions;2813;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2813 Constructions:28131 Bâtiments;28131 Bâtiments;28131;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2813 Constructions:28135 Installations générales - agencements - aménagements des constructions;28135 Installations générales - agencements - aménagements des constructions;28135;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2813 Constructions:28138 Ouvrages d'infrastructure;28138 Ouvrages d'infrastructure;28138;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2814 Constructions sur sol d'autrui;2814 Constructions sur sol d'autrui;2814;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2814 Constructions sur sol d'autrui:28141 Bâtiments;28141 Bâtiments;28141;;;;EUR;CURRENCY;F;F;F
